@relation opinion
@attribute sentence string
@attribute category {positive,negative,neutral,objective}
@data
' I just realized the Teen Choice Awards were tonight at 8! =) I hope Rob, Kristen, and anything Twilight related wins! ',positive
' Gavin Henson looks set to miss the Rugby World Cup after dislocating a bone in his right wrist yesterday ',negative
' Asiikk:DRT @blitzmegaplex: Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 August ^ISK ',objective
' RT @PezTheDrummer: Photo: Mr. Jackson Rathbone (aka Jasper from Twilight) was looking MIGHTY fine tonight http://tumblr.com/xuu3xc5u0j ',positive
' Cheers RT @Rellarc79: Thanks to @HartsPub for the aaaamaaaaaziiiing cookie skillet. I highly recommend it! ',negative
' Good morning! Need a Google + invite? http://bit.ly/p3BGiH  I have a few #plusinvites. Love to see the #gtchat folks there! ',positive
' Saturday: picnic in park with @mrlovis thrown around a moshpit at Datsuns and London is burning. Balance in all things ',neutral
' Criticism of Rick Perry is ridiculous, which choice? Obama s hip-hop barbecue two days ago, or Perry praying for the President today? ',negative
' More like Chris Brown in Feb.  09 RT @KREAYSHAWN: Y all treat me like Elvis Presley in the 50 s. ',neutral
' Kim Coates was awesome on #Entourage tonight. Although it makes me really miss Sons of Anarchy. Can t wait #SAMCRO ',positive
' @sunnyvegas702 Nice! Disagreement! Of course, he sat down with Boehner only thi (@YouTube http://youtu.be/_darnZtzjJo?a) ',positive
' Our Football Season Preview shows start airing tonight on The Mtn..half-hour, each program..the latest on Boise State also on tonight s MSR. ',objective
' OMG I can t wait to see what Beyonce is gonna do at the VMA S Sunday August 28th! http://twitpic.com/62q0w9 ',positive
' I m stuck in London again... :( I don t wanna spend the night in McDonald s! ',negative
' @_loveebreezyy Yo man @truthh4 wants you to wear a Dawgs jersey! Boise State jerseys are going out of fashion on September 4th. #UGADAWGSWAG ',neutral
' Is it April Fool s Day? Real Madrid signs 7-year-old Argentine prospect Leo - ESPN http://es.pn/ooXPiz ',negative
' you know what would be pretty funny? if NZ lost the first game against tonga tomorrow lol ',positive
' Tiger Woods  former caddie Steve Williams made about $140,000 for his work with Adam Scott today. Tiger Woods  new caddie made $5,800 #golf ',neutral
' Why doesn t Obama just sign an executive order that declares the U.S. has AAA rating? I mean, c mon? ',neutral
' @tankdogc27 Steelers fans are AWESOME! Just for that, I m making it my mission to piss off a Brown s fan today hehe #inspiration ',positive
' Tuesday September 6th. The return of the best show EVER! Sons of Anarchy. Hell yeahhhh! #SOA ',positive
' Summerslam preview coming Fri. Only 4 announced matches even tho there will be 7 or 8. Very odd. Will make for brief preview! ',neutral
' The Teen Choice Awards is tomorrow! I wish everyone from the cast of The Vampire Diaries, True blood and Supernatural Good luck! Go #TVD! ',neutral
' Fun night tonight at Vampire Diaries. Great Teen Choice Award winners! ',positive
' Fun date night with my girl. Home early. Ice my aching body. Wish i had Netflix right about now.... ',positive
' Is it true the MTA will not be running on Saturday due to the Hurricane? ',negative
' gym workout starting with Beyonce then Katy,Kylie and finally Bruno great start to the morning ',positive
' I knw my ish!... "Kev hart voice"...lol! Happy sunday!RT @DiMaaHhh: Lol:-pRT @Credo_Liyo: If kevin hart make u ... http://tmi.me/e7wz4 ',positive
' Pavol Demitra s agent confirms the ex Canuck was one of 44 killed in a plane crash today in Russia. So sad... http://bit.ly/rqffAN  ',negative
' @joefooty will Tenaction broadcast Spanish super cup Real Madrid vs Barcelon on the 14th and 17th of august ? ',objective
' Hooked on Sons Of Anarchy thanks to @DemonRust its too good too stop watching, all day viewing today! ',positive
' Boehner proposes Obama speech be on the same night as NFL opening night... http://pwire.at/qMOoMi  ',objective
' What if Cena wins the Undisputed WWE Championship match at Summerslam this Sun? A riot is very likely to take place!! ',negative
' @jordanknight Hope u have a great show tonight. Me & the Chi/IN girls are so excited to see you in London tomorrow! ',positive
' Inbetweeners movie coming to cinemas in Ireland on the 19th of August. I have never wanted to see a movie so bad!! #shouldbegood ;) ',positive
' Check this video out -- Obama, Sarkozy, Cameron, how many children did you kill this night? http://www.youtube.com/watch?v=nvfcgJfmPpg&feature=share … via @youtube ',negative
' #inappropriatefuneralsongs Thriller by michael jackson. while the dancing may be great having to kill your zombie grandma wont be as great ',neutral
' Im on that zan with that lean and nun but Irene today at band camp jus to laugh at these poo ass freshman snare drummers ',negative
' Russian air crash kills  almost all of KHL team Pavol Demitra,Karlis Skrastins,Ruslan Salei,Brad McCrimmon among the dead, may they all #RIP ',negative
' I m so glad the Vampire Diaries won an award last night. Loves them all :) http://yfrog.com/h4j9etkj  ',positive
' is all about One Night by Elvis Presley ',positive
' I don t know what to wear tomorrow and I definitely believe this is the work of Lady Gaga and her team ',neutral
' "@yungbrodee: Cabana this friday...." you might find Marissa and Irene there being rachetts trying to get niggas with bottle service #Hoes ',neutral
' UFC 134 This Sunday from 11am - Anderson SILVA V Yushin OKAMI - Don t miss it. In the Sports Bar live. http://ow.ly/i/g8VV  ',positive
' -- Michael Jackson - Remembering June 13th http://www.youtube.com/watch?v=ixaRNAFtE0Y&feature=share … #OnlyMJFansUnderstand i love you michael jackson ',neutral
' It s all PJ Harvey and Queens of the Stone Age today #nowplaying ',objective
' Apparently the #vmas are tonight. I refuse to support anything which helped the Jersey Shore cast flee the hurricane. ',negative
' You can watch the movie  Four Lions  on Channel 4 in the UK next Sunday at 9pm -- see where I get all my jokes from. http://youtu.be/9qUUsWYjDkA  ',neutral
' As good as the fights were tonight I m glad this one is over. One day closer to seeing Anderson Silva clown a massive Asian man #spidersense ',positive
' Oh, oh, oh just realised it s 3 weddings in a row then PJ Harvey on Sunday ',neutral
' #jerzday tonight FIRST EPISODE OF JERSEY SHORE SEASON 4 PREMIERES TONIGHT!!!!! : ) ',positive
' Dang, Forrest didn t get it done. :/ He was our last American hope tonight, oh well... Now for the main event Anderson Silva vs Yushin Okami ',negative
' Drove the bike today, about 40 miles. Felt like Jim carrey on me myself and Irene! ',neutral
' #nw kung fu panda 2. dnt judge me, i like animated movies (plus the 1st one was the shit). ',positive
' MTA agent to me: "This card has been damanged since yesterday morning." Me: "But I used it last night." MTA: "No you didn t." ',neutral
' Absolutely gutted. Wish I could watch RT @680News Lloyd Robertson set to end 41year run as national news anchor tonight http://bit.ly/n7xpfm  ',negative
' I saw okay movie there friday night"Rise of the Planet of the Apes",i still like Conquest ',positive
' "What would happen if you lost access to your Google Account tomorrow?" - I actually don t know. hahahaha! ',neutral
' @TwittaBeast @immaculate_nat at da end of da night no girl that roll with me is on da MTA! They are above that as long as I can afford that! ',positive
' I m going to Opeth at Apolo in Barcelona, Spain - Nov 22 http://bnds.in/qnGtyw ',objective
' @kwan1926 I laugh to death!!!lol!! Don t trust the translation of google anymore! It s is full of errors!! btw u played truant today .\_/.! ',negative
' Very jealous of the ridiculous adventure @misterjorgensen is having tonight while I just sit at home watching Big Brother. ',negative
' Safe Mode with Networking - no internet: I am troubleshooting a BSOD in Windows 7 and may come back later with m... http://bit.ly/pEeS12  ',neutral
' This Friday we warmly embrace all things KIWI!! NZ v Tonga will be playing on the rooftop with a NZ flavoured BBQ and Steinlager a plenty ',positive
' #NW True Blood can t wait til the new one comes on tomorrow ',positive
' Looking forward to the new Jersey Shore starting tonight. Has it started in Ireland yet?? What do tweeps think?? #jerseyshore ',positive
' Caught up on True Blood!! I love it... Now time for bed! Night peeps.. be safe tonight :)!!! ',positive
' @tpolamalu Congrats on the new contract and good luck tomorrow in Bmore! GO STEELERS! ',positive
' Sad news today, what a great player. RT @Buccigross: Pavol Demitra has died in the Russian plane crash. ',negative
' lol i fell twice tonight im so clumsy man bahahahaaa it was sooo funny i jus keep thinkin of kevin hart ',positive
' lol, imma Real Madrid fan, i dont want Barca to win :D. And I can see that Barca is winning, crap haha. C MON REAL FANS VOTE! ',neutral
' Today I learned that the new Deus Ex game is set in Detroit: http://bit.ly/oPNB9G  ',objective
' To anyone planning on watching the Teen Choice Awards tonight. Spoiler Alert: The winners are Justin Bieber and Twilight. ',positive
' Excited to go see Rise of the Planet of the Apes tonight ',positive
' Time for #MusicMonday.. Today s choice is PJ Harvey - In the Dark Places, for the album Let England Shake http://www.youtube.com/watch?v=VaLuvTMdFQ4 … Enjoy Monday! ',objective
' I had no clue the TCA were on tonight. So to guess who wins, Twilight and Justin Bieber win everything. It happens every year. ',neutral
' @WhereMyPeoples @iAMxPrettyBoy @JaySpacely26 @HantzleyxA i love yall thanks for having my back out there guys. ',neutral
' Today it s all about tablet PCs - here s a guide to the Windows 7 operating system http://bit.ly/p7o3JJ  ',objective
' JJC lol RT @He_is_eL: This hurts..I pre-ordered Watch The Throne, it came late so I bought a new one without cancelling my order. £20 gone! ',negative
' A win for either Metronomy, Everything Everything or PJ Harvey would be a satisfactory outcome for tonight s Mercury Awards. ',positive
' Off to learn about google analytic today.... I hope it doesn t get too technical. Looking forward to it though. ',positive
' Happy 3rd birthday rachel @maddow and team! ',positive
' Is about to go see The Help!! Can t wait for Final Destination 5 on Friday!! ',positive
' Tonight s WWE RAW takes place from the HP Pavilion in San Jose, California. Confirmed for tonight s SummerSlam... http://fb.me/JbJEut14 ',objective
' Latest: Steelers, Polamalu agree to four-year deal: The Pittsburgh Steelers agreed to terms Saturday with Troy P... http://bit.ly/n0GeZg  ',objective
' RT @theScore Former teammates of Pavol Demitra reflect on their fallen friend after the Lokomotiv plane crash in Russia today. bit.ly/oFhTcQ ',neutral
' Very quiet story-wise this morning. My only emails have been about my Yammer activity & an alert about PJ Harvey tickets going on sale. ',neutral
' 7/9/1983 Madonna released "Holiday" as a single from "Madonna: The First Album", It was the 1st Madonna song to enter the Billboard Hot 100. ',positive
' child like excitement building ahead of the #RWC think my 2nd team is going to be Tonga #loveabitofbiff ',positive
' Yassss, Deus Ex is actually out 26th august. that s brightened up my day a bit:) ',positive
' Must get all my work done and ahead with cleaning my house before 10pm so I can have a night in with the Sons of Anarchy ',positive
' if the #iPhone5 doesn t come out on September 7th, I m suing Steve Jobs...I can t put up with the Motorola Razr much longer.. ',negative
' @afairclub sold out tonight!! Charlie Sheen s Cake Party!! Marco Hanna Live with Dudu Sax !!! ',positive
' I want to see EB but idk don t look to good guess ill call it a netflix night. ',negative
' I was dreaming about Vampire Diaries last night. GALING. ',neutral
' Conrad Murray s trial is set for September 8th, it will be shown on live television. I am watching it. #JusticeForMJ ',objective
' @RareNotions How goes it?.? ',neutral
' "you ever go night night Nigga? EVERYBODY go night night !" - Kevin hart ',neutral
' every tweet i see tomorrow about jersey shore, im tweeting 10 times about the nfl season opener. ',neutral
