@relation opinion
@attribute category {positive,negative,neutral,objective}
@attribute neg_score real
@attribute neu_score real
@attribute pos_score real
@attribute compund_score real
@data
negative,0.173,0.607,0.22,0.0
neutral,0.0,0.719,0.281,0.4404
positive,0.167,0.833,0.0,-0.296
neutral,0.0,1.0,0.0,0.0
positive,0.09,0.498,0.412,0.8564
negative,0.08,0.836,0.084,0.0258
objective,0.0,0.802,0.198,0.4019
objective,0.0,1.0,0.0,0.0
positive,0.0,0.597,0.403,0.8957
objective,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
neutral,0.0,0.791,0.209,0.4019
objective,0.202,0.798,0.0,-0.5106
objective,0.0,1.0,0.0,0.0
positive,0.0,0.781,0.219,0.7096
positive,0.0,0.637,0.363,0.8652
positive,0.0,0.89,0.11,0.3802
objective,0.0,1.0,0.0,0.0
negative,0.121,0.879,0.0,-0.296
positive,0.105,0.757,0.138,0.2462
positive,0.0,0.775,0.225,0.5399
positive,0.078,0.922,0.0,-0.1531
neutral,0.0,0.817,0.183,0.5859
negative,0.261,0.616,0.123,-0.5859
negative,0.244,0.756,0.0,-0.4404
positive,0.0,1.0,0.0,0.0
negative,0.111,0.609,0.28,0.4703
positive,0.0,0.747,0.253,0.6239
positive,0.0,0.75,0.25,0.7184
neutral,0.198,0.802,0.0,-0.6059
objective,0.0,1.0,0.0,0.0
positive,0.0,0.759,0.241,0.6908
positive,0.138,0.543,0.318,0.715
positive,0.086,0.695,0.219,0.5423
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.694,0.306,0.8168
negative,0.25,0.75,0.0,-0.7446
positive,0.143,0.681,0.176,0.2886
positive,0.0,0.777,0.223,0.8013
neutral,0.0,0.897,0.103,0.34
positive,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
objective,0.0,0.906,0.094,0.34
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
objective,0.0,0.824,0.176,0.4939
neutral,0.155,0.845,0.0,-0.296
positive,0.0,0.484,0.516,0.7506
positive,0.0,0.896,0.104,0.4215
positive,0.0,0.673,0.327,0.8807
positive,0.0,1.0,0.0,0.0
positive,0.0,0.796,0.204,0.3182
objective,0.173,0.827,0.0,-0.5267
negative,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
neutral,0.0,0.797,0.203,0.6249
positive,0.0,0.722,0.278,0.6597
negative,0.172,0.828,0.0,-0.3612
objective,0.0,0.244,0.756,0.4767
negative,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
positive,0.0,0.754,0.246,0.4466
positive,0.0,0.734,0.266,0.8225
positive,0.0,0.775,0.225,0.7003
positive,0.0,0.618,0.382,0.8885
positive,0.0,0.583,0.417,0.8614
positive,0.0,0.856,0.144,0.4019
positive,0.0,0.885,0.115,0.296
negative,0.045,0.629,0.325,0.8402
neutral,0.196,0.804,0.0,-0.6553
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.865,0.135,0.4215
negative,0.252,0.68,0.068,-0.5574
negative,0.0,0.774,0.226,0.4728
objective,0.0,1.0,0.0,0.0
positive,0.0,0.833,0.167,0.34
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.902,0.098,0.0772
positive,0.0,0.927,0.073,0.2023
positive,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.0,0.821,0.179,0.5719
objective,0.0,1.0,0.0,0.0
positive,0.0,0.84,0.16,0.3164
positive,0.091,0.909,0.0,-0.2732
positive,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
objective,0.0,0.772,0.228,0.6808
positive,0.0,0.711,0.289,0.7256
positive,0.072,0.701,0.227,0.5106
positive,0.0,0.761,0.239,0.7845
positive,0.0,0.874,0.126,0.3182
positive,0.0,0.815,0.185,0.6229
negative,0.355,0.508,0.137,-0.8356
positive,0.0,0.782,0.218,0.6671
positive,0.341,0.426,0.233,-0.5093
negative,0.322,0.678,0.0,-0.2263
positive,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
negative,0.163,0.837,0.0,-0.5093
positive,0.0,0.551,0.449,0.891
positive,0.0,0.693,0.307,0.8807
positive,0.0,1.0,0.0,0.0
positive,0.0,0.46,0.54,0.8126
negative,0.119,0.881,0.0,-0.5423
positive,0.0,0.772,0.228,0.8111
positive,0.0,1.0,0.0,0.0
negative,0.218,0.782,0.0,-0.5994
positive,0.0,0.478,0.522,0.9201
negative,0.219,0.781,0.0,-0.4215
positive,0.0,1.0,0.0,0.0
positive,0.0,0.644,0.356,0.9274
positive,0.127,0.549,0.325,0.6902
negative,0.17,0.595,0.235,-0.0338
positive,0.0,0.786,0.214,0.7104
negative,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
negative,0.0,0.697,0.303,0.54
negative,0.284,0.716,0.0,-0.8091
positive,0.0,0.727,0.273,0.5983
positive,0.0,0.769,0.231,0.5719
objective,0.0,1.0,0.0,0.0
positive,0.08,0.616,0.304,0.7339
positive,0.0,0.825,0.175,0.5667
negative,0.055,0.674,0.27,0.792
objective,0.0,1.0,0.0,0.0
negative,0.0,0.887,0.113,0.3182
positive,0.119,0.78,0.102,-0.128
negative,0.206,0.7,0.095,-0.4019
neutral,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
positive,0.0,0.769,0.231,0.6369
positive,0.0,0.876,0.124,0.453
positive,0.138,0.804,0.058,-0.4184
negative,0.313,0.687,0.0,-0.6249
negative,0.214,0.67,0.115,-0.5719
positive,0.0,0.725,0.275,0.8221
positive,0.0,0.738,0.262,0.6887
neutral,0.076,0.717,0.207,0.5106
positive,0.0,0.881,0.119,0.5023
neutral,0.099,0.901,0.0,-0.296
positive,0.0,0.718,0.282,0.7424
negative,0.33,0.67,0.0,-0.7102
positive,0.0,1.0,0.0,0.0
neutral,0.0,0.775,0.225,0.4404
negative,0.141,0.859,0.0,-0.2023
negative,0.0,0.887,0.113,0.3182
positive,0.072,0.654,0.274,0.7345
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
negative,0.221,0.622,0.157,-0.4909
objective,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
neutral,0.0,0.808,0.192,0.6124
positive,0.0,0.7,0.3,0.807
positive,0.0,1.0,0.0,0.0
objective,0.0,0.9,0.1,0.2732
positive,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.612,0.388,0.8596
negative,0.0,1.0,0.0,0.0
positive,0.149,0.632,0.22,0.4436
positive,0.0,0.894,0.106,0.3612
positive,0.0,0.843,0.157,0.4199
negative,0.259,0.673,0.068,-0.658
negative,0.128,0.717,0.155,0.1796
negative,0.257,0.615,0.128,-0.5106
objective,0.0,1.0,0.0,0.0
negative,0.281,0.719,0.0,-0.5106
positive,0.0,0.842,0.158,0.4588
negative,0.375,0.625,0.0,-0.6597
negative,0.0,1.0,0.0,0.0
positive,0.132,0.799,0.069,-0.2924
positive,0.075,0.635,0.289,0.75
positive,0.0,0.825,0.175,0.6671
negative,0.253,0.646,0.101,-0.4126
positive,0.0,0.726,0.274,0.8004
negative,0.074,0.6,0.326,0.7742
neutral,0.0,1.0,0.0,0.0
positive,0.112,0.703,0.186,0.4199
neutral,0.0,0.904,0.096,0.2023
positive,0.0,1.0,0.0,0.0
neutral,0.0,0.699,0.301,0.8225
positive,0.0,1.0,0.0,0.0
positive,0.0,0.767,0.233,0.7712
positive,0.0,0.627,0.373,0.8779
positive,0.246,0.628,0.126,-0.5106
positive,0.0,0.786,0.214,0.4728
objective,0.0,1.0,0.0,0.0
neutral,0.0,0.888,0.112,0.2225
negative,0.0,0.786,0.214,0.5994
positive,0.0,0.769,0.231,0.5994
negative,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
neutral,0.218,0.579,0.202,-0.1358
positive,0.0,0.873,0.127,0.5399
positive,0.143,0.688,0.169,0.128
neutral,0.167,0.833,0.0,-0.5267
positive,0.0,0.814,0.186,0.7213
positive,0.129,0.746,0.124,-0.0258
neutral,0.0,0.856,0.144,0.4019
positive,0.0,0.707,0.293,0.6597
neutral,0.0,1.0,0.0,0.0
negative,0.138,0.618,0.243,0.598
negative,0.0,0.909,0.091,0.2023
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.421,0.579,0.9578
neutral,0.0,0.839,0.161,0.3182
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.865,0.135,0.555
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.514,0.486,0.8851
positive,0.162,0.595,0.243,0.3595
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.803,0.197,0.7081
objective,0.115,0.885,0.0,-0.296
negative,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.0,0.891,0.109,0.2942
positive,0.0,0.747,0.253,0.6239
negative,0.0,0.472,0.528,0.6808
negative,0.0,0.707,0.293,0.7233
positive,0.0,0.837,0.163,0.6249
objective,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
positive,0.0,0.643,0.357,0.8346
objective,0.0,1.0,0.0,0.0
neutral,0.425,0.4,0.175,-0.8779
positive,0.0,0.791,0.209,0.4404
negative,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
objective,0.0,0.522,0.478,0.6705
positive,0.0,0.648,0.352,0.8687
neutral,0.13,0.87,0.0,-0.4019
negative,0.0,1.0,0.0,0.0
positive,0.0,0.596,0.404,0.8964
positive,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
neutral,0.109,0.891,0.0,-0.4215
positive,0.073,0.585,0.342,0.8481
negative,0.0,1.0,0.0,0.0
neutral,0.0,0.827,0.173,0.552
positive,0.0,0.674,0.326,0.4404
negative,0.159,0.644,0.197,0.2732
positive,0.0,0.752,0.248,0.5093
neutral,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
positive,0.0,0.556,0.444,0.8854
positive,0.0,0.556,0.444,0.8016
negative,0.433,0.567,0.0,-0.8126
objective,0.091,0.909,0.0,-0.296
neutral,0.0,0.834,0.166,0.5837
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.739,0.261,0.8126
positive,0.071,0.718,0.21,0.476
objective,0.106,0.798,0.095,-0.0772
positive,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.825,0.175,0.4926
positive,0.0,0.849,0.151,0.4939
positive,0.137,0.863,0.0,-0.3007
negative,0.0,0.87,0.13,0.2732
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.58,0.42,0.8555
positive,0.0,0.742,0.258,0.7066
negative,0.314,0.636,0.049,-0.7574
positive,0.0,0.493,0.507,0.802
negative,0.121,0.879,0.0,-0.4137
positive,0.0,0.76,0.24,0.743
negative,0.0,1.0,0.0,0.0
positive,0.0,0.818,0.182,0.6114
neutral,0.0,0.691,0.309,0.6166
objective,0.0,0.625,0.375,0.4588
neutral,0.0,1.0,0.0,0.0
objective,0.159,0.841,0.0,-0.5267
positive,0.0,0.87,0.13,0.4019
positive,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.0,0.697,0.303,0.6544
negative,0.438,0.562,0.0,-0.9325
objective,0.0,1.0,0.0,0.0
neutral,0.248,0.752,0.0,-0.5106
positive,0.0,0.73,0.27,0.7698
positive,0.0,0.853,0.147,0.4767
positive,0.062,0.853,0.085,0.1531
positive,0.0,0.709,0.291,0.6249
positive,0.0,0.681,0.319,0.8687
objective,0.156,0.778,0.066,-0.3612
negative,0.0,1.0,0.0,0.0
neutral,0.0,0.682,0.318,0.6369
positive,0.272,0.728,0.0,-0.4574
negative,0.226,0.774,0.0,-0.5423
negative,0.141,0.774,0.084,-0.4019
objective,0.0,1.0,0.0,0.0
positive,0.0,0.691,0.309,0.7003
negative,0.125,0.572,0.303,0.6114
positive,0.0,0.748,0.252,0.5719
neutral,0.083,0.917,0.0,-0.2263
negative,0.254,0.746,0.0,-0.8176
positive,0.368,0.534,0.098,-0.823
positive,0.0,0.872,0.128,0.3291
objective,0.0,1.0,0.0,0.0
objective,0.08,0.92,0.0,-0.0772
neutral,0.0,1.0,0.0,0.0
positive,0.112,0.689,0.198,0.2797
positive,0.0,1.0,0.0,0.0
positive,0.0,0.535,0.465,0.7249
objective,0.0,0.657,0.343,0.6341
neutral,0.0,0.778,0.222,0.5719
positive,0.075,0.714,0.21,0.5267
positive,0.0,0.596,0.404,0.8591
negative,0.0,1.0,0.0,0.0
positive,0.142,0.751,0.107,-0.2263
negative,0.0,1.0,0.0,0.0
positive,0.0,0.797,0.203,0.4215
positive,0.226,0.774,0.0,-0.6562
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
neutral,0.108,0.721,0.171,0.6016
positive,0.141,0.534,0.325,0.5849
positive,0.0,0.826,0.174,0.5859
objective,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
positive,0.305,0.695,0.0,-0.5719
positive,0.0,0.727,0.273,0.836
negative,0.126,0.748,0.127,0.0041
positive,0.0,0.787,0.213,0.5859
negative,0.385,0.208,0.406,0.0516
positive,0.0,0.643,0.357,0.6124
objective,0.124,0.749,0.127,0.0258
neutral,0.0,0.856,0.144,0.4019
positive,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.0,0.667,0.333,0.4588
positive,0.0,0.847,0.153,0.4404
objective,0.0,1.0,0.0,0.0
positive,0.0,0.4,0.6,0.7579
positive,0.0,0.556,0.444,0.4939
positive,0.0,0.833,0.167,0.5859
negative,0.0,0.787,0.213,0.5859
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.701,0.299,0.6739
positive,0.0,1.0,0.0,0.0
negative,0.0,0.785,0.215,0.5893
objective,0.0,0.849,0.151,0.4939
neutral,0.0,0.859,0.141,0.4215
negative,0.107,0.893,0.0,-0.34
objective,0.0,0.837,0.163,0.6671
negative,0.122,0.732,0.146,0.4019
positive,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
positive,0.106,0.894,0.0,-0.2244
positive,0.155,0.564,0.28,0.2752
positive,0.075,0.752,0.173,0.5423
negative,0.109,0.891,0.0,-0.4215
neutral,0.0,0.806,0.194,0.5514
neutral,0.0,0.876,0.124,0.34
positive,0.111,0.454,0.435,0.8613
objective,0.0,1.0,0.0,0.0
negative,0.279,0.721,0.0,-0.4767
positive,0.2,0.8,0.0,-0.128
negative,0.0,0.857,0.143,0.3612
positive,0.0,1.0,0.0,0.0
negative,0.0,0.846,0.154,0.4738
objective,0.0,1.0,0.0,0.0
positive,0.0,0.547,0.453,0.9337
neutral,0.0,0.756,0.244,0.7003
positive,0.0,0.87,0.13,0.5563
positive,0.0,0.808,0.192,0.4753
positive,0.0,0.808,0.192,0.2263
neutral,0.0,0.577,0.423,0.765
neutral,0.167,0.833,0.0,-0.5574
neutral,0.0,0.857,0.143,0.3612
positive,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
positive,0.0,0.909,0.091,0.34
objective,0.0,1.0,0.0,0.0
neutral,0.075,0.782,0.143,0.25
positive,0.0,0.469,0.531,0.877
negative,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
neutral,0.0,0.86,0.14,0.0772
neutral,0.0,1.0,0.0,0.0
negative,0.163,0.638,0.199,0.128
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.724,0.276,0.7568
negative,0.0,1.0,0.0,0.0
positive,0.0,0.704,0.296,0.6369
positive,0.0,1.0,0.0,0.0
negative,0.043,0.957,0.0,-0.0516
positive,0.143,0.767,0.09,-0.3786
positive,0.147,0.853,0.0,-0.4215
objective,0.0,0.701,0.299,0.87
objective,0.0,0.917,0.083,0.2263
negative,0.0,1.0,0.0,0.0
positive,0.0,0.906,0.094,0.4215
positive,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
neutral,0.245,0.755,0.0,-0.5994
negative,0.151,0.849,0.0,-0.5255
negative,0.184,0.816,0.0,-0.6705
positive,0.0,0.69,0.31,0.8955
neutral,0.116,0.884,0.0,-0.4404
objective,0.0,1.0,0.0,0.0
positive,0.0,0.706,0.294,0.7579
positive,0.0,0.876,0.124,0.4019
positive,0.0,0.781,0.219,0.6688
positive,0.0,1.0,0.0,0.0
positive,0.0,0.831,0.169,0.7067
positive,0.106,0.596,0.298,0.7003
neutral,0.0,0.917,0.083,0.2023
positive,0.0,0.77,0.23,0.4559
positive,0.0,0.61,0.39,0.8885
positive,0.0,1.0,0.0,0.0
negative,0.0,0.667,0.333,0.3612
neutral,0.078,0.922,0.0,-0.1779
objective,0.11,0.89,0.0,-0.2425
positive,0.0,0.743,0.257,0.6696
positive,0.0,0.842,0.158,0.4588
positive,0.0,1.0,0.0,0.0
positive,0.0,0.853,0.147,0.5837
objective,0.0,1.0,0.0,0.0
positive,0.0,0.724,0.276,0.7269
positive,0.0,1.0,0.0,0.0
neutral,0.0,0.359,0.641,0.5538
positive,0.132,0.526,0.342,0.5859
positive,0.0,0.895,0.105,0.3802
positive,0.0,0.819,0.181,0.6369
negative,0.0,0.892,0.108,0.3182
positive,0.0,0.707,0.293,0.8164
negative,0.24,0.76,0.0,-0.7184
positive,0.0,0.789,0.211,0.6523
positive,0.0,1.0,0.0,0.0
positive,0.0,0.82,0.18,0.431
positive,0.0,0.582,0.418,0.5551
positive,0.0,0.69,0.31,0.7964
positive,0.0,1.0,0.0,0.0
objective,0.071,0.929,0.0,-0.0772
negative,0.082,0.781,0.136,0.3384
positive,0.0,0.909,0.091,0.2263
neutral,0.0,1.0,0.0,0.0
neutral,0.403,0.597,0.0,-0.6588
neutral,0.0,0.763,0.237,0.4215
objective,0.0,0.882,0.118,0.34
positive,0.069,0.601,0.33,0.8658
positive,0.0,0.727,0.273,0.7405
neutral,0.0,0.916,0.084,0.3164
negative,0.302,0.698,0.0,-0.7786
positive,0.0,0.682,0.318,0.6369
negative,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
positive,0.127,0.731,0.142,0.1027
positive,0.0,0.692,0.308,0.8164
positive,0.0,0.692,0.308,0.8217
negative,0.0,1.0,0.0,0.0
negative,0.0,0.947,0.053,0.0772
neutral,0.0,0.95,0.05,0.0258
negative,0.0,1.0,0.0,0.0
neutral,0.0,0.778,0.222,0.4329
negative,0.0,1.0,0.0,0.0
objective,0.0,0.792,0.208,0.6369
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.82,0.18,0.5106
positive,0.124,0.638,0.238,0.296
negative,0.134,0.866,0.0,-0.5267
positive,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
negative,0.316,0.684,0.0,-0.7562
positive,0.0,0.844,0.156,0.5707
positive,0.167,0.833,0.0,-0.3818
positive,0.0,1.0,0.0,0.0
negative,0.158,0.842,0.0,-0.5233
positive,0.0,0.798,0.202,0.5859
objective,0.0,1.0,0.0,0.0
positive,0.074,0.722,0.204,0.6808
negative,0.0,1.0,0.0,0.0
neutral,0.0,0.905,0.095,0.25
positive,0.0,1.0,0.0,0.0
negative,0.11,0.89,0.0,-0.4767
negative,0.301,0.559,0.14,-0.6677
negative,0.0,1.0,0.0,0.0
positive,0.0,0.899,0.101,0.4019
positive,0.073,0.762,0.166,0.5696
positive,0.0,0.658,0.342,0.8555
objective,0.0,0.769,0.231,0.5106
objective,0.0,1.0,0.0,0.0
positive,0.0,0.608,0.392,0.8994
positive,0.0,0.724,0.276,0.7269
objective,0.0,1.0,0.0,0.0
objective,0.0,0.758,0.242,0.4939
positive,0.0,0.738,0.262,0.7964
positive,0.0,0.718,0.282,0.7424
positive,0.184,0.694,0.122,0.128
objective,0.0,1.0,0.0,0.0
positive,0.0,0.83,0.17,0.3089
negative,0.188,0.812,0.0,-0.4019
positive,0.136,0.864,0.0,-0.4588
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.925,0.075,0.0772
negative,0.078,0.826,0.096,0.1007
negative,0.251,0.749,0.0,-0.7722
negative,0.09,0.821,0.09,0.0015
positive,0.0,1.0,0.0,0.0
positive,0.0,0.821,0.179,0.5719
positive,0.0,0.847,0.153,0.4404
neutral,0.0,0.822,0.178,0.5994
positive,0.106,0.894,0.0,-0.3578
positive,0.0,0.848,0.152,0.3987
positive,0.177,0.615,0.208,0.1027
neutral,0.246,0.754,0.0,-0.7351
neutral,0.104,0.896,0.0,-0.296
positive,0.112,0.744,0.144,0.1984
neutral,0.133,0.798,0.069,-0.2942
positive,0.0,0.702,0.298,0.7125
neutral,0.0,0.897,0.103,0.34
positive,0.0,0.502,0.498,0.8977
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
negative,0.208,0.792,0.0,-0.743
positive,0.168,0.832,0.0,-0.561
positive,0.0,0.714,0.286,0.6369
objective,0.0,1.0,0.0,0.0
positive,0.0,0.799,0.201,0.6467
negative,0.0,0.654,0.346,0.5815
objective,0.25,0.75,0.0,-0.6124
objective,0.0,0.906,0.094,0.34
positive,0.112,0.688,0.199,0.34
objective,0.164,0.718,0.118,-0.2263
negative,0.422,0.469,0.109,-0.8847
negative,0.34,0.66,0.0,-0.5574
negative,0.082,0.918,0.0,-0.2411
negative,0.0,1.0,0.0,0.0
positive,0.0,0.748,0.252,0.6597
negative,0.091,0.909,0.0,-0.2003
positive,0.0,1.0,0.0,0.0
negative,0.091,0.83,0.079,-0.0772
neutral,0.0,1.0,0.0,0.0
objective,0.064,0.684,0.252,0.6597
objective,0.149,0.745,0.106,-0.1779
positive,0.0,1.0,0.0,0.0
neutral,0.167,0.833,0.0,-0.6159
negative,0.181,0.819,0.0,-0.7506
positive,0.0,1.0,0.0,0.0
neutral,0.0,0.87,0.13,0.2732
positive,0.138,0.78,0.083,-0.296
positive,0.0,0.671,0.329,0.8087
negative,0.0,1.0,0.0,0.0
negative,0.165,0.835,0.0,-0.3331
negative,0.0,1.0,0.0,0.0
positive,0.086,0.724,0.19,0.5106
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.876,0.124,0.4019
positive,0.0,0.77,0.23,0.636
positive,0.0,1.0,0.0,0.0
positive,0.0,0.782,0.218,0.7712
neutral,0.0,1.0,0.0,0.0
objective,0.0,0.565,0.435,0.8271
positive,0.072,0.768,0.16,0.4084
negative,0.074,0.87,0.057,-0.1027
objective,0.133,0.867,0.0,-0.3818
positive,0.148,0.678,0.174,0.2185
positive,0.0,1.0,0.0,0.0
positive,0.0,0.826,0.174,0.5859
positive,0.0,0.683,0.317,0.8099
positive,0.0,0.637,0.363,0.6908
negative,0.0,1.0,0.0,0.0
positive,0.148,0.576,0.276,0.4767
neutral,0.0,0.878,0.122,0.3612
negative,0.14,0.86,0.0,-0.5984
positive,0.0,0.784,0.216,0.6988
negative,0.226,0.774,0.0,-0.5423
negative,0.145,0.855,0.0,-0.296
positive,0.0,0.576,0.424,0.8114
positive,0.094,0.906,0.0,-0.3802
objective,0.0,0.876,0.124,0.4019
positive,0.0,0.874,0.126,0.3802
objective,0.0,1.0,0.0,0.0
negative,0.263,0.737,0.0,-0.5719
neutral,0.0,1.0,0.0,0.0
positive,0.046,0.561,0.393,0.8885
positive,0.09,0.776,0.134,0.2695
positive,0.0,0.878,0.122,0.5374
positive,0.0,0.758,0.242,0.4939
neutral,0.055,0.945,0.0,-0.1027
positive,0.0,0.769,0.231,0.4019
positive,0.0,0.483,0.517,0.9429
positive,0.0,0.733,0.267,0.6369
positive,0.0,1.0,0.0,0.0
negative,0.107,0.533,0.361,0.6486
positive,0.0,0.559,0.441,0.836
positive,0.097,0.619,0.283,0.4939
positive,0.0,0.877,0.123,0.4753
neutral,0.0,0.906,0.094,0.34
negative,0.224,0.656,0.12,-0.4019
neutral,0.0,0.763,0.237,0.6796
positive,0.107,0.739,0.154,0.3111
negative,0.0,0.877,0.123,0.2732
negative,0.0,0.734,0.266,0.5719
positive,0.0,0.88,0.12,0.4588
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
objective,0.0,0.78,0.22,0.6553
negative,0.234,0.639,0.127,-0.4601
positive,0.0,0.462,0.538,0.9446
positive,0.142,0.597,0.261,0.3802
positive,0.0,0.791,0.209,0.5719
positive,0.0,1.0,0.0,0.0
neutral,0.0,0.696,0.304,0.7181
positive,0.0,0.685,0.315,0.867
positive,0.0,0.685,0.315,0.8674
positive,0.147,0.58,0.273,0.6908
negative,0.0,1.0,0.0,0.0
positive,0.0,0.769,0.231,0.4019
objective,0.0,1.0,0.0,0.0
positive,0.0,0.868,0.132,0.2263
objective,0.0,0.881,0.119,0.3182
positive,0.0,0.658,0.342,0.8544
neutral,0.11,0.772,0.118,0.0516
neutral,0.0,0.878,0.122,0.3612
negative,0.188,0.651,0.161,0.0387
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.834,0.166,0.5826
objective,0.0,0.727,0.273,0.7184
objective,0.0,0.922,0.078,0.0258
objective,0.0,1.0,0.0,0.0
negative,0.07,0.746,0.184,0.4548
negative,0.0,1.0,0.0,0.0
objective,0.0,0.638,0.362,0.8481
objective,0.0,1.0,0.0,0.0
negative,0.0,0.947,0.053,0.0772
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
positive,0.301,0.699,0.0,-0.6654
positive,0.21,0.79,0.0,-0.6093
positive,0.078,0.746,0.176,0.5815
positive,0.0,0.698,0.302,0.8439
positive,0.0,0.878,0.122,0.4939
negative,0.109,0.891,0.0,-0.296
positive,0.0,1.0,0.0,0.0
positive,0.0,0.6,0.4,0.7184
positive,0.0,0.834,0.166,0.6341
negative,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
positive,0.0,0.748,0.252,0.4019
negative,0.245,0.638,0.117,-0.5848
positive,0.0,0.374,0.626,0.7717
objective,0.0,0.741,0.259,0.5411
negative,0.251,0.749,0.0,-0.7712
positive,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
positive,0.0,0.634,0.366,0.9022
negative,0.0,0.906,0.094,0.34
neutral,0.112,0.888,0.0,-0.4404
positive,0.0,0.848,0.152,0.555
positive,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
positive,0.0,0.658,0.342,0.7783
positive,0.0,0.889,0.111,0.128
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
negative,0.177,0.823,0.0,-0.4215
objective,0.0,1.0,0.0,0.0
positive,0.358,0.503,0.14,-0.5994
positive,0.0,0.805,0.195,0.7003
objective,0.0,1.0,0.0,0.0
positive,0.0,0.889,0.111,0.4574
positive,0.0,0.757,0.243,0.7275
objective,0.0,0.876,0.124,0.34
negative,0.077,0.839,0.084,0.0516
negative,0.158,0.602,0.241,0.2732
neutral,0.0,0.873,0.127,0.5411
positive,0.0,0.815,0.185,0.3612
positive,0.0,0.43,0.57,0.6103
positive,0.0,0.734,0.266,0.7667
positive,0.0,0.851,0.149,0.4215
positive,0.0,0.861,0.139,0.5719
objective,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.0,0.769,0.231,0.6908
positive,0.0,0.576,0.424,0.7096
